scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback,revie_count
2022-06-13 23:01:51.805950,Zombaish,Favourite Quest game so far,"I've only recently got a Quest 2 but have tried several games, including In Death: Unchained, Population One, Warplanes and Mini Golf. This is my favourite so far. It really feels like you are piloting a mech, and the controls really add authenticity. Little touches like being able to move the radar screen and other cockpit elements into place physically add to the immersion.

 I haven't tried multiplayer yet, and am only a couple of missions into the campaign, but it's obvious this is easy to get into but with enough depth to make the battles challenging.

The only downside are the on-foot sections which drag a bit, but it's worth it for the missions and no doubt multiplayer.

As a game that has just been released I was expecting bugs, but it has been completely stable for me so far.

A quick note that this is described as a comfortable experience, but once you start jet boosting around during combat and tracking enemy  mechs with your head, I would say it's more towards Moderate. 

I would thoroughly recommend this game. Just go buy it!",Mar 7 at 4:48 AM,5, 1, ,175
2022-06-13 23:01:51.824751,APAC_Starthan,One of the best VR game I ever played,Driving huge robot in VR  with competitive pvp features is so much fun,Mar 9 at 2:28 AM,5, 0, ,175
2022-06-13 23:01:51.842195,kiddzilla,Great mech game 😀,Amazing!!!!,Apr 23 at 5:53 PM,5, 0, ,175
2022-06-13 23:01:51.860495,garyf2k12,Vox,I haven't played much yet but from what I have played looks good plays good haven't done any multilayer yet still trying to learn the controls and get the feel for ot but defo recommended download to others,Mar 13 at 9:23 PM,5, 0, ,175
2022-06-13 23:01:58.986925,grimcrow,Finally a decent mech vr game,It would probably be better on another system but on the quest it's still a very visually awesome game from the campaign to the multiplayer everything feels and acts with great physics..my only comment is I wish there was more customization..but that's it,Mar 4 at 10:00 AM,5, 1, ,175
2022-06-13 23:01:59.004488,ToastyReaper117,Mech Warrior vr,"Awesome game the fact it head tracks your aim is awesome. The only thing I would add is maybe a solo or coop experience where you dont have to fight pvp, rather just a bot match. Other then that awesome game must have in my quest 2 library.",Mar 4 at 4:37 AM,4, 1,"Hi ToastyReaper117. Our game has a singleplayer story mode you can play by pressing the campaign button in the main menu. If you are talking about the multiplayer modes, you can create your own offline practice games, and there are many modes to choose from that each work with bots. Specifically we have 2 co-op modes; Botstomp and Convoy that you can try solo or with friends online. Thanks for the feedback, hope you enjoy the rest of your experience with Vox Machinae.",175
2022-06-13 23:01:59.023174,JR4D,Impressive!,"this game is pretty awesome. Wasn't sure what to expect and so far I'm pretty impressed. It's immersive, the visuals are great, and both the story and voice acting are solid as well. worth picking up for sure.",Mar 4 at 1:33 PM,5, 1, ,175
2022-06-13 23:01:59.041126,stormshadow612,We needed a Mech game bad !!,Great game for multiplayer. Haven’t tried campaign yet.   A progression system for unlocking skins and what not would be great. And would add replay ability to multiplayer.  Hopefully that’s coming at some point.,Mar 4 at 1:17 PM,4, 0, ,175
2022-06-13 23:01:59.058898,Dash_Crockett,MechWarrior & Wing Commander fans,If you were a fan of the old MechWarrior & Wing Commander games on PC back in the day you will absolutely love this game. Hands down the best game I've played on the standalone oculus. Get it!,Mar 6 at 5:19 AM,5, 1, ,175
2022-06-13 23:02:06.167585,Maximize135,,Have you ever felt too short? well how about you pilot a 100ft tall mech to get a taste of what its like to be taller than anybody. Is an awesome game,Mar 11 at 7:58 PM,5, 0, ,175
2022-06-13 23:02:06.185016,ICEbreaker.808,This game is Awesome!,Best VR game ever. Giant robots smashing around and fighting.  Great multiplayer. And now they have a campaign and it’s on the quest 2.  Fantastic game for lovers of mech combat games.,Mar 4 at 9:59 AM,5, 1, ,175
2022-06-13 23:02:06.202751,OneRedshank,Fantastic!,"Altough I am not into shooting games,  I purchased this game out of curiosity because of all the great reviews and I was not dissapointed. 
This is an astonishing game.",Mar 6 at 7:48 PM,5, 1, ,175
2022-06-13 23:02:06.221301,Tyberious117,The game I didn't know I wanted.,The play style and game play in this game are just so fun. The battles are epic and it feels natural to just sit and play this game.,Mar 10 at 10:09 PM,5, 1, ,175
2022-06-13 23:02:06.239904,liamjjg,This game is great!,"The only problem I've found so far is jumping can be a little bit difficult. 
Getting up to a platform can be very difficult

Besides that it's a great game!",Mar 6 at 12:56 AM,4, 0, ,175
2022-06-13 23:02:13.366684,Duck.Taylor,Finally,"Finally a VR game that I can play for hours WITHOUT VR montion sickness, easy to learn but forever challenging and does NOT require a large play area.",Mar 4 at 10:01 PM,5, 1, ,175
2022-06-13 23:02:13.393657,GameFlamer,Amazing,I have been playing the 10 hour story mode and I've only been playing for a shot while now and and stuned at how fun this game is!,Mar 6 at 9:12 PM,5, 0, ,175
2022-06-13 23:02:13.413107,EMP33,Best Game Ever!!!,This is by far the funnest and best VR game I’ve ever played!! Exceeded expectations on every level.  Kudos to the developers!!,Mar 4 at 12:32 PM,5, 1, ,175
2022-06-13 23:02:13.430963,WorldTurtleGod,Vox Machinae is top tier,Outstanding gameplay and community. Nothing beats good old fashion mass mech battles!,Mar 7 at 6:02 AM,5, 0, ,175
2022-06-13 23:02:13.447904,PoisonCrazyLush,An excellent VR mech game!,"Very immersive, great controls, lots of options. I highly recommend this game.",Mar 4 at 1:59 PM,5, 1, ,175
2022-06-13 23:02:20.592664,Duck.Taylor,Finally,"Finally a VR game that I can play for hours WITHOUT VR montion sickness, easy to learn but forever challenging and does NOT require a large play area.",Mar 4 at 10:01 PM,5, 1, ,175
2022-06-13 23:02:20.622641,GameFlamer,Amazing,I have been playing the 10 hour story mode and I've only been playing for a shot while now and and stuned at how fun this game is!,Mar 6 at 9:12 PM,5, 0, ,175
2022-06-13 23:02:20.640215,EMP33,Best Game Ever!!!,This is by far the funnest and best VR game I’ve ever played!! Exceeded expectations on every level.  Kudos to the developers!!,Mar 4 at 12:32 PM,5, 1, ,175
2022-06-13 23:02:20.657935,WorldTurtleGod,Vox Machinae is top tier,Outstanding gameplay and community. Nothing beats good old fashion mass mech battles!,Mar 7 at 6:02 AM,5, 0, ,175
2022-06-13 23:02:20.675933,PoisonCrazyLush,An excellent VR mech game!,"Very immersive, great controls, lots of options. I highly recommend this game.",Mar 4 at 1:59 PM,5, 1, ,175
2022-06-13 23:02:27.783480,Rudibert2000,Wow,"Literally the best Quest 2 Game in 2022!
The story is amazing!",Mar 6 at 5:03 AM,5, 0, ,175
2022-06-13 23:02:27.801584,CovertSmoke,Amazing,But this no regerts,Mar 14 at 2:10 AM,4, 0, ,175
2022-06-13 23:02:27.819496,James,Very enjoyable,Great game,Mar 13 at 2:20 AM,5, 0, ,175
2022-06-13 23:02:27.838020,boomy196,Best mech game,Best mech game I have ever played,Mar 7 at 4:58 PM,5, 0, ,175
2022-06-13 23:02:27.856367,RobFloridaboi407,Great Game so far,Love the game great job!!!! You guys did great,Mar 5 at 6:28 AM,5, 0, ,175
2022-06-13 23:02:34.968008,Rudibert2000,Wow,"Literally the best Quest 2 Game in 2022!
The story is amazing!",Mar 6 at 5:03 AM,5, 0, ,175
2022-06-13 23:02:34.986347,CovertSmoke,Amazing,But this no regerts,Mar 14 at 2:10 AM,4, 0, ,175
2022-06-13 23:02:35.004084,James,Very enjoyable,Great game,Mar 13 at 2:20 AM,5, 0, ,175
2022-06-13 23:02:35.022025,boomy196,Best mech game,Best mech game I have ever played,Mar 7 at 4:58 PM,5, 0, ,175
2022-06-13 23:02:35.040597,RobFloridaboi407,Great Game so far,Love the game great job!!!! You guys did great,Mar 5 at 6:28 AM,5, 0, ,175
2022-06-13 23:02:42.143494,Rudibert2000,Wow,"Literally the best Quest 2 Game in 2022!
The story is amazing!",Mar 6 at 5:03 AM,5, 0, ,175
2022-06-13 23:02:42.161051,CovertSmoke,Amazing,But this no regerts,Mar 14 at 2:10 AM,4, 0, ,175
2022-06-13 23:02:42.179520,James,Very enjoyable,Great game,Mar 13 at 2:20 AM,5, 0, ,175
2022-06-13 23:02:42.196907,boomy196,Best mech game,Best mech game I have ever played,Mar 7 at 4:58 PM,5, 0, ,175
2022-06-13 23:02:42.213388,RobFloridaboi407,Great Game so far,Love the game great job!!!! You guys did great,Mar 5 at 6:28 AM,5, 0, ,175
2022-06-13 23:02:49.327159,Rudibert2000,Wow,"Literally the best Quest 2 Game in 2022!
The story is amazing!",Mar 6 at 5:03 AM,5, 0, ,175
2022-06-13 23:02:49.352175,CovertSmoke,Amazing,But this no regerts,Mar 14 at 2:10 AM,4, 0, ,175
2022-06-13 23:02:49.371069,James,Very enjoyable,Great game,Mar 13 at 2:20 AM,5, 0, ,175
2022-06-13 23:02:49.388319,boomy196,Best mech game,Best mech game I have ever played,Mar 7 at 4:58 PM,5, 0, ,175
2022-06-13 23:02:49.405291,RobFloridaboi407,Great Game so far,Love the game great job!!!! You guys did great,Mar 5 at 6:28 AM,5, 0, ,175
2022-06-13 23:02:56.537693,sponsje,Mind blown,I dont know what to say its Just that good,Mar 4 at 6:09 AM,5, 1, ,175
2022-06-13 23:02:56.556567,slappy2669,Great so far.,Love this game .,Mar 6 at 2:59 AM,5, 0, ,175
2022-06-13 23:02:56.574683,Aaron Sommers ,,So darn good 😉👍,Mar 4 at 11:24 AM,5, 1, ,175
2022-06-13 23:02:56.592418,nellsdaking,Amazing,Best game on Vr,Mar 4 at 5:08 PM,5, 0, ,175
2022-06-13 23:02:56.610822,Lizardpeople420,,Great game,Mar 4 at 6:04 AM,5, 1, ,175
